year,chinese_code,name,landfall_time,landfall_lat,landfall_lon,landfall_wind_speed,landfall_pressure,landfall_wind_category,max_wind,max_wind_category,landfall_date,month,date,RMM1,RMM2,phase,amplitude,formation_region,typhoon_category,landfall_region
2016,1608,DIANMU,2016-08-20 00:00:00,22.43403980535535,101.98723737921136,10.0,998.0,0,23.0,1,2016-08-20,8,2016-08-20,1.2220685690117077,1.339101381959363,6.0,1.8129103945125908,North WNP,Storms,south China
2016,1614,MERANTI,2016-09-15 00:00:00,24.50587288008716,118.19412711991284,25.0,990.0,1,75.0,3,2016-09-15,9,2016-09-15,1.474339957905302,-0.869428844687305,4.0,1.7116029993694537,Open WNP,TCs,east/north China
2016,1617,MEGI,2016-09-27 06:00:00,23.98761123143453,121.62340100729033,45.0,950.0,2,52.0,3,2016-09-27,9,2016-09-27,0.9930979789304484,0.3085422452804333,5.0,1.0399239937987932,Open WNP,TCs,south China
2017,1702,MERBOK,2017-06-12 15:00:00,22.148500421517184,114.5,25.0,988.0,1,30.0,1,2017-06-12,6,2017-06-12,-0.9997575440852744,-0.0555713170040314,1.0,1.001300813057186,South China Sea,Storms,south China
2017,1707,ROKE,2017-07-23 06:00:00,22.381345292490906,114.49495515315913,15.0,1000.0,0,20.0,1,2017-07-23,7,2017-07-23,1.0048184148778772,0.0739492660262413,5.0,1.0075358757004684,South WNP,Storms,south China
2017,1709,NESAT,2017-07-29 12:00:00,24.66390584537076,121.83158238530058,38.0,965.0,2,40.0,2,2017-07-29,7,2017-07-29,0.003924833997671,1.3170724235085745,6.0,1.3170782714359306,South WNP,TCs,east/north China
2018,1804,EWINIAR,2018-06-06 00:00:00,20.57325353080814,110.41976059242442,20.0,992.0,1,23.0,1,2018-06-06,6,2018-06-06,0.854282869931977,1.2868382512521304,6.0,1.544587940761178,South China Sea,Storms,south China
2018,1808,MARIA,2018-07-11 03:00:00,26.36684029783142,119.8684029783142,30.0,975.0,1,58.0,3,2018-07-11,7,2018-07-11,1.8018784620970123,0.2277209733309707,5.0,1.8162111203998008,Open WNP,TCs,east/north China
2018,1809,SON-TINH,2018-07-17 21:00:00,18.813629364649906,110.52266428184916,23.0,988.0,1,23.0,1,2018-07-17,7,2018-07-17,2.145798237687204,1.7629605050291397,5.0,2.7771351820093506,South WNP,Storms,south China
2018,1810,AMPIL,2018-07-22 06:00:00,31.69728961523114,121.80271038476886,25.0,982.0,1,28.0,1,2018-07-22,7,2018-07-22,0.6763306290603901,2.0633241913299663,6.0,2.1713428652179005,South WNP,Storms,east/north China
2018,1812,JONGDARI,2018-08-03 06:00:00,30.70543663299516,121.29456336700484,20.0,990.0,1,42.0,2,2018-08-03,8,2018-08-03,-0.4835465982218737,1.473056062656828,7.0,1.5503907495795963,South WNP,TCs,east/north China
2018,1814,YAGI,2018-08-12 18:00:00,28.26249757001359,121.42857420569877,20.0,990.0,1,28.0,1,2018-08-12,8,2018-08-12,-0.0361870006526138,1.9198925709075931,7.0,1.920233575074241,South WNP,Storms,east/north China
2019,1909,LEKIMA,2019-08-09 18:00:00,28.26237179189851,121.42822115607612,52.0,930.0,3,62.0,3,2019-08-09,8,2019-08-09,1.3779193747501688,-0.8290399426948629,4.0,1.6080948448071706,South WNP,TCs,east/north China
2019,1913,LINGLING,2019-09-07 18:00:00,41.32896747899809,126.41738048739886,20.0,985.0,1,55.0,3,2019-09-07,9,2019-09-07,0.7234962113395235,0.905782508812908,6.0,1.159262145113887,South WNP,TCs,east/north China
2020,2003,Sinlaku,2020-08-01 00:00:00,18.78325409972008,110.51674590027991,13.0,995.0,0,18.0,1,2020-08-01,8,2020-08-01,0.8120414921445285,-0.5996026402608324,4.0,1.009422959503138,South China Sea,Storms,south China
2020,2007,Higos,2020-08-19 00:00:00,22.0511105166685,113.29851931110866,30.0,980.0,1,35.0,2,2020-08-19,8,2020-08-19,-1.1166826061026198,0.8030813371275914,8.0,1.3754707109985218,South WNP,TCs,south China
2020,2008,Bavi,2020-08-27 06:00:00,40.464458494951096,125.03718893198696,20.0,990.0,1,45.0,2,2020-08-27,8,2020-08-27,-1.8755165856824016,-1.031977823116179,1.0,2.1406869669742425,North WNP,TCs,east/north China
2020,2016,Nangka,2020-10-13 12:00:00,19.153659439557284,110.57723426740452,25.0,988.0,1,25.0,1,2020-10-13,10,2020-10-13,1.979562865812201,-0.3556427967665638,4.0,2.011256059927368,South WNP,Storms,south China
2021,2106,In-fa,2021-07-26 03:00:00,30.62661463548689,121.14677072902622,25.0,978.0,1,42.0,2,2021-07-26,7,2021-07-26,0.641468508276676,1.009555445825216,6.0,1.1961120538252488,South WNP,TCs,east/north China
2021,2107,Cempaka,2021-07-20 15:00:00,21.74894677645717,112.00210644708564,28.0,982.0,1,38.0,2,2021-07-20,7,2021-07-20,1.4761554800641508,0.8578903952522481,5.0,1.7073403092498818,South China Sea,TCs,south China
2021,2109,Lupit,2021-08-05 09:00:00,23.57831686485432,117.33495059456295,20.0,986.0,1,23.0,1,2021-08-05,8,2021-08-05,-1.059981683193746,0.416916181039533,8.0,1.1390260184556082,North WNP,Storms,south China
2021,2117,Lionrock,2021-10-08 15:00:00,19.195754575352325,110.60424542464769,20.0,990.0,1,20.0,1,2021-10-08,10,2021-10-08,1.6027777981897608,0.6293272676936776,5.0,1.7219028660853108,South China Sea,Storms,south China
2021,2118,Kompasu,2021-10-13 09:00:00,19.05646385742396,110.5646385742396,25.0,982.0,1,33.0,2,2021-10-13,10,2021-10-13,1.1713681084923502,0.9556223619470898,5.0,1.5117266102858284,South WNP,TCs,south China
2022,2209,Ma-on,2022-08-25 03:00:00,21.4858036334343,111.359874913192,30.0,982.0,1,35.0,2,2022-08-25,8,2022-08-25,-1.0843721461585407,-1.1118302243290294,2.0,1.5530709575212651,South WNP,TCs,south China
2023,2316,SANBA,2023-10-20 03:00:00,21.15605895912671,109.7,20.0,998.0,1,25.0,1,2023-10-20,10,2023-10-20,-1.2238036796527514,-0.210133608284271,1.0,1.241713163199207,South China Sea,Storms,south China
2024,2411,YAGI,2024-09-06 09:00:00,19.759491667817063,111.00254166091467,60.0,920.0,3,62.0,3,2024-09-06,9,2024-09-06,0.9502209172528684,0.3229206948930728,5.0,1.0035923309666668,South WNP,TCs,south China
2024,2413,BEBINCA,2024-09-16 00:00:00,30.87500031983488,121.88749888057792,42.0,965.0,2,42.0,2,2024-09-16,9,2024-09-16,1.585596683813332,0.9876202197067464,5.0,1.8680231642282803,Open WNP,TCs,east/north China
2024,2414,PULASAN,2024-09-19 15:00:00,30.871350715138227,121.8858116060772,23.0,995.0,1,23.0,1,2024-09-19,9,2024-09-19,0.4463298426808452,1.4907388517588285,6.0,1.5561210276230888,Open WNP,Storms,east/north China
2024,2418,KRATHON,2024-10-03 06:00:00,22.529976725011657,120.32997672501166,38.0,965.0,2,60.0,3,2024-10-03,10,2024-10-03,-0.7632255535423274,-0.8325114362650174,2.0,1.1294195576011752,North WNP,TCs,south China
2024,2421,KONG-REY,2024-10-31 06:00:00,23.044672373835976,121.33457976635252,48.0,945.0,2,60.0,3,2024-10-31,10,2024-10-31,-1.0412526392142498,1.36407436614393,7.0,1.7160728233503393,Open WNP,TCs,south China
